Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,,,,,,,,,,,,,,,
LAMPIRAN,,,,,,,,,,,,,,,
PERATURAN MENTERI DALAM NEGERI REPUBLIK INDONESIA,,,,,,,,,,,,,,,
,,NOMOR,TAHUN,,,,,,,,,,,,
,,,TENTANG KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN,,,,,,,,,,,,
,,,,,,"B. KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN PROVINSI, KABUPATEN/KOTA. KECAMATAN DAN DESA/KELURAHAN SELURUH INDONESIA",,,,,,,,,
,,,JUMLAH,,,N A M A,/   J U M L A H,,,LUAS,JUMLAH,,,,
K O D E,,NAMA PROVINSI /,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,
,,KABUPATEN / KOTA,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,(Km2),(Jiwa) *),,,,
63.01.11.2005,,,,,,,5,Pantai Harapan,,,,Semula wil. Kec. Kurau,,,
63.01.11.2006,,,,,,,6,Handil Suruk,,,,Semula wil. Kec. Kurau,,,
63.01.11.2007,,,,,,,7,Handil Gayam,,,,Semula wil. Kec. Kurau,,,
,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,JUMLAH,,,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,
,,NAMA PROVINSI /,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,
K O D E,,KABUPATEN / KOTA,,,,,,,,,(Km2),(Jiwa) *),,,
,,,KAB,KOTA,,KECAMATAN,,KELURAHAN,,D E S A,,,,,
63.01.11.2008,,,,,,,,,8,Handil Birayang Atas,,,Semula wil. Kec. Kurau,,
63.01.11.2009,,,,,,,,,9,Handil Birayang,,,Semula wil. Kec. Kurau,,
,,,,,,,,,,Bawah,,,,,
63.01.11.2010,,,,,,,,,10,Handil Maluka,,,Semula wil. Kec. Kurau,,
63.01.11.2011,,,,,,,,,11,Handil Labuan Amas,,,Semula wil. Kec. Kurau,,
63.02,2,KAB. KOTABARU,,,,,21,4,,198,"9.482,73",318.853,,,
63.02.01,,,,,1,Pulausembilan,,-,,5,,,,,
63.02.01.2001,,,,,,,,,1,Labuan Barat,,,,,
63.02.01.2002,,,,,,,,,2,Teluk Sungai,,,Perbaikan Nama sesuai lampiran Kepala badan pemberdayaan,,
,,,,,,,,,,,,,"dan Pemerintahan Desa, Ringkasan Klarfikasi/Perbaikan Nama",,
,,,,,,,,,,,,,Desa Kab. Kotabaru Tgl.24 Maret 2016,,
63.02.01.2003,,,,,,,,,3,Maradapan,,,,,
63.02.01.2004,,,,,,,,,4,Tengah,,,,,
63.02.01.2005,,,,,,,,,5,Tanjungnyiur,,,,,
63.02.02,,,,,2,Pulaulaut Barat,,-,,11,,,,,
,,,,,,,,,,Tanjungkunyit,,,"Menjadi wil Kec. Pulaulaut Tanjung Selayar, Perda No. 12/2012",,
,,,,,,,,,,Tanjungtengah,,,"Menjadi wil Kec. Pulaulaut Tanjung Selayar, Perda No. 12/2012",,
,,,,,,,,,,Tanjungpelayar,,,"Menjadi wil Kec. Pulaulaut Tanjung Selayar, Perda No. 12/2012",,
,,,,,,,,,,Gosongpanjang,,,"Menjadi wil Kec. Pulaulaut Tanjung Selayar, Perda No. 12/2012",,
63.02.02.2005,,,,,,,,,1,Lontar Selatan,,,,,
63.02.02.2006,,,,,,,,,2,Lontar Timur,,,,,
63.02.02.2007,,,,,,,,,3,Sebanti,,,,,
